symbol,companyName,exchange,marketCap,price,ceo,enterpriseValue
MVIS,"MicroVision, Inc.",NASDAQ,208189902.0,0.6367,Glen W. DeVos,230588921.0
UTMD,"Utah Medical Products, Inc.",NASDAQ,207122501.0,65.03,Kevin L. Cornwell,99696600.0
GWRS,"Global Water Resources, Inc.",NASDAQ,207097920.0,7.2,Ron L. Fleming,362603509.0
GSIT,"GSI Technology, Inc.",NASDAQ,206883853.0,7.09,Lee-Lean Shu,48067379.0
CLW,Clearwater Paper Corporation,NYSE,206736072.0,12.89,Arsen S. Kitch,701735300.0
GPJA,Georgia Power Company 5% JR SUB NT 77,NYSE,206624065.0,22.31,,3279071999.0
MUZEU,Muzero Acquisition Corp Unit,NASDAQ,206324879.0,10.01,Von Lam,
AIRJ,AirJoule Technologies Corporation,NASDAQ,206102938.0,3.01,Matthew Jore,211300107.0
TRGS,TRG Latin America Acquisitions Corp. Class A Ordinary Shares,NASDAQ,205962875.0,9.875,Nicolas Streit Rohatyn,
KGEI,Kolibri Global Energy Inc.,NASDAQ,205750952.0,5.8,Wolf E. Regener,187069933.0
AP,Ampco-Pittsburgh Corporation,NYSE,205703057.0,10.12,J. Brett McBrayer,234936870.0
XRX,Xerox Holdings Corporation,NASDAQ,205318320.0,1.57,Louis J. Pastor,4038445320.0
EFSI,"Eagle Financial Services, Inc.",NASDAQ,205129050.0,37.9,Brandon Craig Lorey,269323199.0
MNTK,"Montauk Renewables, Inc.",NASDAQ,204971040.0,1.44,Kevin Andrew Van Asdalan,353031852.0
VNMEU,Vendome Acquisition Corporation I Unit,NASDAQ,204800000.0,10.24,Scott A. LaPorta,195934550.0
SPMC,Sound Point Meridian Capital Inc,NYSE,204755276.0,9.97,Ujjaval Desai,
OSUR,"OraSure Technologies, Inc.",NASDAQ,204613552.0,2.96,Carrie Eglinton Manner,190831422.0
CXDO,"Crexendo, Inc.",NASDAQ,204361056.0,6.56,Jeffrey G. Korn,161799550.0
SAC-UN,Safeguard Acquisition Corp.,NYSE,204000000.0,10.2,Mark A. Gottfredson,
PAMT,Pamt Corp.,NASDAQ,203998456.0,9.74,Lance K. Stewart,554839720.0
CHRS,"Coherus Oncology, Inc.",NASDAQ,203831333.0,1.74,Dennis Lanfear,122381885.0
MUZE,Muzero Acquisition Corp Class A Ordinary Shares,NASDAQ,203542266.0,9.875,Von Lam,
DNMXU,Dynamix Corporation III,NASDAQ,203061250.0,10.09,Andrea Bernatova,
WLII,Willow Lane Acquisition Corp. II Class A Ordinary Shares,NASDAQ,202899524.0,10.07,Luke Weil,
VNME,Vendome Acquisition Corporation I,NASDAQ,202600000.0,10.13,Scott A. LaPorta,195934550.0
DYORU,Insight Digital Partners II Units,NASDAQ,202202000.0,10.1101,Michael Evan Singer,
CMIIU,Columbus Circle Capital Corp II,NASDAQ,201900000.0,10.095,Gary Quin,
SMHI,SEACOR Marine Holdings Inc.,NYSE,201884586.0,7.46,John Gellert,424605393.0
RNA,"Atrium Therapeutics, Inc.",NASDAQ,201539408.0,12.99,Kathleen Gallagher,-13896500.0
EGAN,eGain Corporation,NASDAQ,201287835.0,7.35,Ashutosh Roy,116758250.0
AMTX,"Aemetis, Inc.",NASDAQ,201029485.0,2.95,Eric A. McAfee,404416150.0
DNMX,Dynamix Corporation III Class A Ordinary Shares,NASDAQ,200746875.0,9.975,Andrea Bernatova,
CZWI,"Citizens Community Bancorp, Inc.",NASDAQ,200563988.0,20.83,Stephen Bianchi,105926496.0
ELDN,"Eledon Pharmaceuticals, Inc.",NASDAQ,200230639.0,3.34,David-Alexandre C. Gros,101405731.0
XCBEU,X3 Acquisition Corp. Ltd. Unit,NASDAQ,200200000.0,10.01,Andrew Jay Redleaf,
TARA,"Protara Therapeutics, Inc.",NASDAQ,199506660.0,5.17,Jesse Shefferman,182018567.0
CAQUU,Cambridge Acquisition Corp. Unit,NASDAQ,199500000.0,9.975,Brent Michael Cox,
NCSM,"NCS Multistage Holdings, Inc.",NASDAQ,199463520.0,76.0,Ryan Hummer,78461610.0
OSG,"Octave Specialty Group, Inc.",NYSE,199410213.0,4.43,Claude LeBlanc,426041946.0
SRJN,Spire Inc. 6.375% Junior Subord,NYSE,199360000.0,24.92,Scott E. Doyle,
RELL,"Richardson Electronics, Ltd.",NASDAQ,198988171.0,13.75,Edward J. Richardson,76442099.0
PAL,"Proficient Auto Logistics, Inc. Common Stock",NASDAQ,198790501.0,7.17,Richard D. O'Dell,349540303.0
CPSS,"Consumer Portfolio Services, Inc.",NASDAQ,198453936.0,9.12,Charles E. Bradley Jr.,3705145370.0
NHICU,NewHold Investment Corp III,NASDAQ,198334125.0,10.89,Kevin M. Charlton,
VUZI,Vuzix Corporation,NASDAQ,197916654.0,2.38,Paul J. Travers,273165692.0
FF,FutureFuel Corp.,NYSE,197824385.0,4.51,Roeland H. Polet,88416345.0
NFE,New Fortress Energy Inc.,NASDAQ,197630614.0,0.6919,Wesley Robert Edens,8530513915.0
FIGX,FIGX Capital Acquisition Corp.,NASDAQ,197539132.0,10.19,Louis Charles Gerken,155110067.0
DVLT,Datavault AI Inc.,NASDAQ,197443950.0,0.7039,Nathaniel T. Bradley,112807108.0
INBK,First Internet Bancorp,NASDAQ,196822183.0,22.58,David Becker,531014473.0
REPL,"Replimune Group, Inc.",NASDAQ,196522788.0,2.38,Sushil Patel,750545000.0
FOA,Finance Of America Companies Inc.,NYSE,196466693.0,19.36,Graham A. Fleming,30113192507.0
LFAC,Leapfrog Acquisition Corporation,NASDAQ,195704319.0,9.965,Matthew R. Pollard,
IMMR,Immersion Corporation,NASDAQ,194299653.0,5.87,Eric Brandon Singer,514752780.0
SHIM,Shimmick Corporation Common Stock,NASDAQ,194173507.0,5.38,Ural Yal,101723750.0
PMTS,CPI Card Group Inc.,NASDAQ,194139803.0,16.94,John D. Lowe,482049765.0
III,"Information Services Group, Inc.",NASDAQ,192604338.0,4.04,Michael Connors,320240580.0
AGM-PG,Federal Agricultural Mortgage Corporation,NYSE,192034691.0,17.6,Bradford Todd Nordholm,
MNSBP,"MainStreet Bancshares, Inc.",NASDAQ,191880058.0,25.2,Jeff W. Dick,199285981.0
NKTX,"Nkarta, Inc.",NASDAQ,191771445.0,2.69,Paul J. Hastings,173669714.0
NLOP,Net Lease Office Properties,NYSE,191545990.0,12.93,Jason E. Fox,284689994.0
ELME,Elme Communities,NYSE,191044485.0,2.15,Paul T. McDermott,720918799.0
WHWK,Whitehawk Therapeutics Inc,NASDAQ,190674119.0,4.04,David J. Lennon,112197971.0
INGN,"Inogen, Inc.",NASDAQ,190626450.0,7.0,Kevin R. Smith,96374706.0
IMRX,Immuneering Corporation,NASDAQ,190587275.0,5.25,Benjamin J. Zeskind,164777241.0
MPV,Barings Participation Investors,NYSE,190578527.0,17.69,Clifford Michael Noreen,
IPSC,"Century Therapeutics, Inc.",NASDAQ,190452656.0,2.2,Brent Pfeiffenberger,67818421.0
NTWO,Newbury Street II Acquisition Corp,NASDAQ,190422808.0,10.58,Thomas Vincent Bushey,179144994.0
ELTX,"Elicio Therapeutics, Inc.",NASDAQ,189847484.0,10.32,Robert T. Connelly,117838496.0
INSE,"Inspired Entertainment, Inc.",NASDAQ,189417200.0,7.0,Brooks Harrison Pierce,602302114.0
UIS,Unisys Corporation,NYSE,188771813.0,2.61,Michael Thomson,585680359.0
CFBK,CF Bankshares Inc.,NASDAQ,188644880.0,29.32,Timothy T. O'Dell,19846297.0
HRTX,"Heron Therapeutics, Inc.",NASDAQ,187948493.0,1.19,Craig Alexander Collard,328710100.0
MGNX,"MacroGenics, Inc.",NASDAQ,186866600.0,2.94,Eric Blasius Risser,151224704.0
HRZN,Horizon Technology Finance Corporation,NASDAQ,186463115.0,3.9,Michael Phillip Balkin,640657843.0
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",NYSE,186345657.0,22.0896,Deanna Rodriguez,
CRBU,"Caribou Biosciences, Inc.",NASDAQ,185543428.0,1.92,Rachel E. Haurwitz,163355959.0
SCIIU,SC II Acquisition Corp. Units,NASDAQ,185388453.0,10.5906,Menachem Shalom,
LFCR,"Lifecore Biomedical, Inc.",NASDAQ,185138287.0,4.94,Paul Josephs,356541048.0
UP,Wheels Up Experience Inc.,NYSE,185128657.0,5.11,George Nathaniel Mattson,486554616.0
KRMD,"KORU Medical Systems, Inc.",NASDAQ,184656610.0,3.97,Linda Tharby,262970965.0
VXRT,"Vaxart, Inc.",NASDAQ,183814451.0,0.76,Steven Lo,35765361.0
CURI,CuriosityStream Inc.,NASDAQ,183198684.0,3.09,Clint Stinchcomb,213231200.0
CELG-RI,Bristol-Myers Squibb Company Ce,NYSE,182123208.0,0.0892,Christopher S. Boerner,
EMP,"Entergy Mississippi, Inc. 1M BD 66",NYSE,182080203.0,21.01,,12112189660.0
CBFV,"CB Financial Services, Inc.",NASDAQ,181989926.0,35.88,John H. Montgomery,178644571.0
SOCAU,Solarius Capital Acquisition Corp,NASDAQ,181867500.0,10.275,Richard Hunter Haywood Jr.,
MCGAU,Yorkville Acquisition Corp. Unit,NASDAQ,181826863.0,10.33,Kevin J. McGurn,
PAAC,Proem Acquisition Corp I Ordinary Shares,NASDAQ,181712263.0,9.89,Imran T. Khan,
MCGA,Yorkville Acquisition Corp.,NASDAQ,181343813.0,10.17,Kevin J. McGurn,106127910.0
EBMT,"Eagle Bancorp Montana, Inc.",NASDAQ,181293187.0,22.76,Laura F. Clark,213738175.0
SRI,"Stoneridge, Inc.",NYSE,180987632.0,6.41,Robert J. Hartman Jr.,284648630.0
NHIVU,NewHold Investment Corp IV,NASDAQ,180887500.0,10.0,Kevin Charlton,
CVRX,"CVRx, Inc.",NASDAQ,180760692.0,6.87,Kevin Hykes,160283433.0
SSAC,SPACSphere Acquisition Corp. Class A Ordinary Shares,NASDAQ,180643426.0,9.925,Bala Padmakumar,180035820.0
IVVD,"Invivyd, Inc.",NASDAQ,180512041.0,1.36,William E. Duke Jr.,201170867.0
MKLY,McKinley Acquisition Corporation Class A Ordinary Shares,NASDAQ,180504675.0,10.14,Peter Anthony Wright,84461736.0
LATAU,Galata Acquisition Corp. II Units,NASDAQ,180435000.0,10.46,Craig William Perry,
SOCA,Solarius Capital Acquisition Corp. Class A Ordinary Share,NASDAQ,180363000.0,10.19,Richard Hunter Haywood Jr.,
DIBS,"1stdibs.Com, Inc.",NASDAQ,179727228.0,4.94,David S. Rosenblatt,211925849.0
RBKB,"Rhinebeck Bancorp, Inc.",NASDAQ,179249036.0,16.09,Matthew J. Smith,143772923.0
AIRS,"AirSculpt Technologies, Inc.",NASDAQ,179186030.0,2.54,Yogesh Jashnani,194813522.0
FCAP,"First Capital, Inc.",NASDAQ,179052819.0,53.52,Michael Chris Frederick,93680184.0
BCBP,"BCB Bancorp, Inc.",NASDAQ,178970259.0,10.31,Michael A. Shriner,425387020.0
ICR-PA,"Inpoint Commercial Real Estate Income, Inc.",NYSE,178966700.0,20.9,Denise C. Kramer,
FENC,Fennec Pharmaceuticals Inc.,NASDAQ,178910957.0,6.26,Jeffrey S. Hackman,183321849.0
ANIK,"Anika Therapeutics, Inc.",NASDAQ,178678916.0,12.39,Stephen D. Griffin,104512790.0
ETHM,Dynamix Corporation Class A Ordinary Shares,NASDAQ,178616000.0,10.76,Andrea Bernatova,
AACPU,Apogee Acquisition Corp Units,NASDAQ,178086000.0,10.05,Jeffrey Andrew Smith,
SGC,"Superior Group of Companies, Inc.",NASDAQ,177779604.0,11.32,Michael L. Benstock,222776225.0
QTI,"QT Imaging Holdings, Inc.",NASDAQ,177727700.0,6.55,Raluca Dinu,58685600.0
ONCHU,1RT Acquisition Corp. Units,NASDAQ,177330000.0,10.28,Daniel Michael Tapiero,
TAYD,"Taylor Devices, Inc.",NASDAQ,176777426.0,54.915,Timothy J. Sopko,114442122.0
TNXP,Tonix Pharmaceuticals Holding Corp.,NASDAQ,176146960.0,12.4,Seth Lederman,-73381213.0
ONCH,1RT Acquisition Corp.,NASDAQ,175950000.0,10.2,Daniel Michael Tapiero,219554424.0
SMID,Smith-Midland Corporation,NASDAQ,175912265.0,33.15,Ashley Smith,185436700.0
EARN,Ellington Credit Company,NYSE,175821984.0,4.68,Laurence Eric Penn,197972819.0
MNSB,"MainStreet Bancshares, Inc.",NASDAQ,175680293.0,23.85,Jeff W. Dick,199285981.0
SCII,SC II Acquisition Corp. Class A ordinary share,NASDAQ,175050000.0,10.0,Menachem Shalom,
KVHI,"KVH Industries, Inc.",NASDAQ,174920827.0,8.98,Brent C. Bruun,69682060.0
DOUG,Douglas Elliman Inc.,NYSE,174229454.0,1.975,Michael S. Liebowitz,194917880.0
TAVI,Tavia Acquisition Corp.,NASDAQ,174186957.0,10.62,Kanat Mynzhanov,
LATA,Galata Acquisition Corp. II Class A Ordinary Shares,NASDAQ,173448750.0,10.055,Craig William Perry,87607274.0
TKNO,"Alpha Teknova, Inc.",NASDAQ,173160946.0,3.23,Stephen Gunstream,212469685.0
BLRKU,Bluerock Acquisition Corp.,NASDAQ,172845000.0,10.02,Robert Ramin Kamfar,
USGO,U.S. GoldMining Inc.,NASDAQ,172656917.0,12.96,Timothy Smith,1730825241.0
DYOR,Insight Digital Partners II,NASDAQ,172327500.0,9.99,Michael Evan Singer,6342169.0
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",NYSE,172261078.0,20.42,,
BVFL,"BV Financial, Inc.",NASDAQ,171864475.0,19.64,Timothy L. Prindle,183020189.0
RNAC,"Cartesian Therapeutics, Inc.",NASDAQ,171513230.0,6.47,Carsten Brunn,74804702.0
SVCCU,Stellar V Capital Corp.,NASDAQ,171493875.0,11.025,Prokopios N. Tsirigakis,
BHR-PB,Braemar Hotels & Resorts Inc.,NYSE,171359710.0,14.98,Richard J. Stockton,
PALOU,Paloma Acquisition Corp I Units,NASDAQ,170747693.0,10.065,Anna Maria Nahajski-Staples,
ACR-PC,ACRES Commercial Realty Corp.,NYSE,170134602.0,25.01,Mark Steven Fogel,
QSI,Quantum-Si incorporated,NASDAQ,169873529.0,0.8648,Jeffrey Alan Hawkins,200068500.0
RANG,Range Capital Acquisition Corp.,NASDAQ,169676750.0,10.58,Timothy James Rotolo,119431036.0
DUOT,"Duos Technologies Group, Inc.",NASDAQ,168457781.0,8.25,Frank Douglas Recker,161110269.0
WHF,"WhiteHorse Finance, Inc.",NASDAQ,168311721.0,7.57,Stuart Daniel Aronson,455579617.0
ONEW,OneWater Marine Inc.,NASDAQ,167961919.0,10.11,Anthony K. Aisquith,1163564960.0
NMPAU,NMP Acquisition Corp. Units,NASDAQ,167503296.0,10.432,Melanie Figueroa,
PALO,Paloma Acquisition Corp I Class A Ordinary Shares,NASDAQ,167269970.0,9.86,Anna Maria Nahajski-Staples,
HNVR,"Hanover Bancorp, Inc.",NASDAQ,167110582.0,23.3,Michael Puorro,99796024.0
LARK,"Landmark Bancorp, Inc.",NASDAQ,167093968.0,27.4,Abigail Wendel,171727637.0
CURV,Torrid Holdings Inc.,NYSE,166851888.0,1.68,Lisa Harper,533118299.0
SMTI,Sanara MedTech Inc.,NASDAQ,166840128.0,18.2,Seth D. Yon,232961715.0
HQI,"HireQuest, Inc.",NASDAQ,164090709.0,11.695,Richard F. Hermanns,143297550.0
ANNA,"AleAnna, Inc.",NASDAQ,163859320.0,4.03,Marco Brun,-31708021178.0
TAVIU,Tavia Acquisition Corp.,NASDAQ,163406441.0,11.77,Kanat Mynzhanov,
SATLW,Satellogic Inc.,NASDAQ,162945480.0,1.23,Emiliano Kargieman,
SLQT,"SelectQuote, Inc.",NYSE,162803505.0,0.9235,Timothy Robert Danker,802746240.0
BHR,Braemar Hotels & Resorts Inc.,NYSE,162083148.0,2.36,Richard J. Stockton,1244148270.0
THRY,"Thryv Holdings, Inc.",NASDAQ,161643900.0,3.66,Joseph A. Walsh,509850865.0
IDN,"Intellicheck, Inc.",NASDAQ,161507699.0,7.98,Bryan Lewis,120920439.0
TLSI,"TriSalus Life Sciences, Inc.",NASDAQ,161497277.0,4.26,Mary T. Szela,278528539.0
TRAK,"ReposiTrak, Inc.",NYSE,161464247.0,8.87,Randall K. Fields,330789468.0
LFMDP,"LifeMD, Inc.",NASDAQ,161299637.0,23.655,Justin Schreiber,
ETHMU,Dynamix Corporation Unit,NASDAQ,161250000.0,10.75,Andrea Bernatova,
OXSQ,Oxford Square Capital Corp.,NASDAQ,161019688.0,1.84,Jonathan H. Cohen,240163760.0
KORE,"KORE Group Holdings, Inc.",NYSE,160832201.0,9.145,Ronald Totton,
ONL,Orion Properties Inc.,NYSE,160829090.0,2.83,Paul H. McDowell,587128319.0
PLBY,"Playboy, Inc.",NASDAQ,160591562.0,1.72,Ben Kohn,347041647.0
PDEX,"Pro-Dex, Inc.",NASDAQ,159786542.0,49.84,Richard Lee Van Kirk Jr.,159639512.0
EMIS,Emmis Acquisition Corp.,NASDAQ,159335913.0,10.1,Peter Joseph Goldstein,
IPODU,Dune Acquisition Corporation II Units,NASDAQ,159310943.0,11.0,Elliot Richmond,
CHPT,"ChargePoint Holdings, Inc.",NYSE,159193624.0,6.52,Richard Wilmer,269780154.0
ECBK,"ECB Bancorp, Inc.",NASDAQ,159067960.0,18.12,Richard J. O'Neil Jr.,330759703.0
EGHA,EGH Acquisition Corp. Class A Ordinary Shares,NASDAQ,159030000.0,10.26,Andrew Lipsher,101987733.0
WHG,"Westwood Holdings Group, Inc.",NYSE,158770028.0,16.74,Brian O'Connor Casey,128044597.0
LKSP,Lake Superior Acquisition Corp.,NASDAQ,158345740.0,10.09,Cong Wang,26080646.0
CHCI,"Comstock Holding Companies, Inc.",NASDAQ,157749174.0,15.79,Christopher Clemente,91046539.0
BRR,"ProCap Financial, Inc.",NASDAQ,157669045.0,1.89,Anthony John Pompliano,
DMRC,Digimarc Corporation,NASDAQ,157525136.0,7.13,Riley Young McCormack,137502280.0
VATE,INNOVATE Corp.,NYSE,157306326.0,11.52,Paul Kenneth Voigt,665143520.0
EGHAU,EGH Acquisition Corporation,NASDAQ,157200000.0,10.48,Andrew Lipsher,
RAIL,"FreightCar America, Inc.",NASDAQ,155826556.0,8.13,Nicholas J. Randall,300238918.0
ORBS,Eightco Holdings Inc.,NASDAQ,155436304.0,0.7857,Kevin J. O'Donnell,59049914.0
ORMP,Oramed Pharmaceuticals Inc.,NASDAQ,155313327.0,3.84,Nadav Kidron,72876541.0
OABI,"OmniAb, Inc.",NASDAQ,154791219.0,1.36,Matthew W. Foehr,205034750.0
NPWR,NET Power Inc.,NYSE,154131978.0,1.82,Daniel Joseph Rice,-15930841.0
CTAAU,ClearThink 1 Acquisition Corp.,NASDAQ,154114000.0,10.04,William J. Brock,
UNCY,"Unicycive Therapeutics, Inc.",NASDAQ,153878424.0,7.16,Shalabh K. Gupta,887591745.0
BANX,ArrowMark Financial Corp.,NASDAQ,153083095.0,19.6,Sanjai Suryaji Bhonsle,192402531.0
HUMAW,"Humacyte, Inc.",NASDAQ,152988062.0,0.1271,Laura E. Niklason,
AMCI,AMC Robotics Corporation,NASDAQ,152518707.0,6.75,Shengwei Da,137776007.0
RMBI,"Richmond Mutual Bancorporation, Inc.",NASDAQ,152354764.0,15.6,Garry D. Kleer,-8887627800.0
SRG-PA,Seritage Growth Properties,NYSE,152198982.0,21.145,Adam Metz,
LCUT,"Lifetime Brands, Inc.",NASDAQ,150876972.0,6.66,Robert Bruce Kay,325102800.0
HAVAU,Harvard Ave Acquisition Corporation Unit,NASDAQ,150625635.0,10.15,Sung Hyuk Lee,
ACR,ACRES Commercial Realty Corp.,NYSE,150522169.0,20.66,Mark Steven Fogel,1657058338.0
IPOD,Dune Acquisition Corporation II,NASDAQ,150186771.0,10.37,Elliot Richmond,95429252.0
YCY-UN,AA Mission Acquisition Corp. II,NYSE,149811919.0,10.15,Qing Sun,
TDWD,Tailwind 2.0 Acquisition Corp. Class A Ordinary Shares,NASDAQ,149700000.0,9.98,Sharo Atmeh,230811425.0
AVTX,"Avalo Therapeutics, Inc.",NASDAQ,149082344.0,13.2,Garry A. Neil,230000712.0
YCY,AA Mission Acquisition Corp. II,NYSE,148826025.0,10.1,Qing Sun,
GLOO,"Gloo Holdings, Inc.",NASDAQ,148423972.0,6.54,Scott A. Beck,-42494000.0
GALT,Galectin Therapeutics Inc.,NASDAQ,148111650.0,2.25,Joel Lewis,381851480.0
TBI,"TrueBlue, Inc.",NYSE,147907992.0,4.92,Taryn R. Owen,286378300.0
SCPQW,Social Commerce Partners Corporation,NASDAQ,147689280.0,0.2699,Stuart Johnson,
AGEN,Agenus Inc.,NASDAQ,147449679.0,3.84,Garo H. Armen,425265760.0
SPCE,"Virgin Galactic Holdings, Inc.",NYSE,147263340.0,2.33,Michael A. Colglazier,343951820.0
BDTX,"Black Diamond Therapeutics, Inc.",NASDAQ,147231959.0,2.57,Mark A. Velleca,132267509.0
SRBK,"SR Bancorp, Inc. Common stock",NASDAQ,147185650.0,19.19,Christopher J. Pribula,89263217.0
DOMO,"Domo, Inc.",NASDAQ,147008277.0,3.51,Joshua G. James,337267080.0
ACR-PD,ACRES Commercial Realty Corp.,NYSE,146665414.0,21.56,Mark Steven Fogel,
SPRO,"Spero Therapeutics, Inc.",NASDAQ,146465495.0,2.53,Esther Rajavelu,93157445.0
EPSN,Epsilon Energy Ltd.,NASDAQ,145946052.0,6.34,Jason Stabell,148967510.0
CVGI,"Commercial Vehicle Group, Inc.",NASDAQ,145447699.0,3.97,James R. Ray Jr.,159978840.0
FGBI,"First Guaranty Bancshares, Inc.",NASDAQ,145062682.0,9.185,Michael Ray Mineer,-584472080.0
APYX,Apyx Medical Corporation,NASDAQ,144729032.0,3.46,Charles D. Goodwin,155170500.0
FATE,"Fate Therapeutics, Inc.",NASDAQ,144166120.0,1.24,Bahram Valamehr,147944028.0
PNBK,"Patriot National Bancorp, Inc.",NASDAQ,144015427.0,1.23,Steven Alan Sugarman,-27760968.0
SRG,Seritage Growth Properties,NYSE,143627748.0,2.55,Adam Metz,182609500.0
AXR,AMREP Corporation,NYSE,143611764.0,27.07,Christopher V. Vitale,80067900.0
JILL,"J.Jill, Inc.",NYSE,143298823.0,12.68,Mary Ellen Coyne,361450561.0
QTRX,Quanterix Corporation,NASDAQ,143167000.0,3.05,Everett V. Cunningham,278584040.0
RFIL,"RF Industries, Ltd.",NASDAQ,143072752.0,13.23,Robert D. Dawson,104774130.0
SNWV,"SANUWAVE Health, Inc.",NASDAQ,142749811.0,16.61,Morgan C. Frank,266547138.0
ABOS,"Acumen Pharmaceuticals, Inc.",NASDAQ,141741756.0,2.34,Daniel J. O'Connell,105107473.0
FRD,"Friedman Industries, Incorporated",NASDAQ,141532422.0,19.9,Michael J. Taylor,150199123.0
TTEC,"TTEC Holdings, Inc.",NASDAQ,141458496.0,2.91,Kenneth D. Tuchman,1091016600.0
RGP,"Resources Connection, Inc.",NASDAQ,140407017.0,4.09,Roger D. Carlile,111746860.0
ATLN,Atlantic International Corp.,NASDAQ,139670557.0,1.76,Jeffrey Jagid,111223834.0
TUSK,"Mammoth Energy Services, Inc.",NASDAQ,138304738.0,2.86,Mark Layton,-9234100.0
FNWD,Finward Bancorp,NASDAQ,138229113.0,31.92,Benjamin J. Bochnowski,216746806.0
XFLH,XFLH Capital Corporation,NYSE,137771966.0,9.92,Yanzhe Yang,
AFBI,"Affinity Bancshares, Inc.",NASDAQ,136708271.0,22.43,Edward J. Cooney,172682499.0
SCPQ,Social Commerce Partners Corporation Class A Ordinary Shares,NASDAQ,136149153.0,9.95,Stuart Johnson,
IPEXU,Inflection Point Acquisition Corp. V,NASDAQ,135289975.0,10.51,Michael Blitzer,
EML,The Eastern Company,NASDAQ,134309678.0,22.25,Ryan A. Schroeder,165700500.0
ACNT,Ascent Industries Co.,NASDAQ,134037275.0,14.5,J. Bryan Kitchen,111861170.0
SBFG,"SB Financial Group, Inc.",NASDAQ,133927275.0,21.25,Mark A. Klein,144573630.0
HCMA,HCM Acquisition Corp,NASDAQ,133815905.0,10.15,Shawn Peter Matthews,273980637.0
HURA,"TuHURA Biosciences, Inc.",NASDAQ,133514850.0,2.1,James A. Bianco,33149228.0
PAACU,Proem Acquisition Corp I Units,NASDAQ,133190850.0,10.02,Imran T. Khan,
IKT,"Inhibikase Therapeutics, Inc.",NASDAQ,132065493.0,1.86,Mark T. Iwicki,62315681.0
CHECU,Chenghe Acquisition III Co. Units,NASDAQ,131363480.0,10.06,Shibin Wang,
WLIIU,Willow Lane Acquisition Corp. II Unit,NASDAQ,131322737.0,10.12,Luke Weil,
HOFT,Hooker Furnishings Corporation,NASDAQ,130973355.0,12.15,Jeremy R. Hoff,170979200.0
QSEAU,Quartzsea Acquisition Corporation Units,NASDAQ,130021250.0,10.75,Qi Gong,
DLTH,Duluth Holdings Inc.,NASDAQ,129256269.0,3.39,Stephanie L. Pugliese,213978800.0
BOOM,DMC Global Inc.,NASDAQ,128856405.0,6.29,James O'Leary,223904413.0
HUMA,"Humacyte, Inc.",NASDAQ,128550769.0,0.82,Laura E. Niklason,166262129.0
BYRN,Byrna Technologies Inc.,NASDAQ,128400802.0,5.66,Conn Davis,400474649.0
ANTX,"AN2 Therapeutics, Inc.",NASDAQ,128241472.0,4.68,Eric E. Easom,14504951.0
CHGG,"Chegg, Inc.",NYSE,127450511.0,1.14,Daniel Lee Rosensweig,152989120.0
BHR-PD,Braemar Hotels & Resorts Inc.,NYSE,127238978.0,16.32,Richard J. Stockton,
EMPD,Empery Digital Inc.,NASDAQ,126993375.0,4.59,John K. Kim,126090642.0
JYNT,The Joint Corp.,NASDAQ,126899662.0,8.86,Sanjiv Razdan,110378250.0
HYNE,"Hoyne Bancorp, Inc. Common Stock",NASDAQ,126879018.0,15.67,Walter F. Healy,69729179.0
LKSPU,Lake Superior Acquisition Corp.,NASDAQ,126569920.0,10.672,Cong Wang,
BSET,"Bassett Furniture Industries, Incorporated",NASDAQ,126509033.0,14.63,Robert H. Spilman Jr.,251509298.0
CCLD,"CareCloud, Inc.",NASDAQ,126204059.0,2.97,Stephen A. Snyder,1104704897.0
GHI,Greystone Housing Impact Investors LP,NYSE,125352553.0,5.32,Kenneth C. Rogozinski,1255828172.0
BKKT,"Bakkt Holdings, Inc.",NYSE,125242026.0,7.86,Akshay Naheta,40992365.0
LSBK,"Lake Shore Bancorp, Inc.",NASDAQ,124909918.0,15.885,Kim C. Liddell,46096852.0
IPEX,Inflection Point Acquisition Corp V,NASDAQ,124214781.0,10.43,Michael Blitzer,
CODA,"Coda Octopus Group, Inc.",NASDAQ,123812149.0,10.98,Annmarie Gayle,86844827.0
GOAI,"Eva Live, Inc.",NASDAQ,123737583.0,3.93,David Boulette,235843576.0
NMP,NMP Acquisition Corp.,NASDAQ,123681125.0,10.19,Melanie Figueroa,56774480.0
JELD,"JELD-WEN Holding, Inc.",NYSE,123416293.0,1.43,William J. Christensen,1564332304.0
CTAA,ClearThink 1 Acquisition Corp. Class A Ordinary Shares,NASDAQ,123397900.0,9.86,William J. Brock,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",NASDAQ,123098639.0,9.82,Yuval Cohen,81542324.0
SEVN,Seven Hills Realty Trust,NASDAQ,122967408.0,8.07,Thomas Joseph Lorenzini,499822000.0
DERM,Journey Medical Corporation,NASDAQ,122491085.0,5.0,Claude Maraoui,164908371.0
RDACU,Rising Dragon Acquisition Corp.,NASDAQ,121317808.0,16.0,Lulu Xing,56152918.0
LFACU,Leapfrog Acquisition Corporation,NASDAQ,121038585.0,10.26,Matthew R. Pollard,
FORR,"Forrester Research, Inc.",NASDAQ,120999929.0,6.31,George F. Colony,162978040.0
BNAI,"Brand Engagement Network, Inc.",NASDAQ,120878117.0,27.68,Tyler J. Luck,12390740.0
